0,Nome,0,Empresa,Departamento,0.00
39974,Upton G. Hodge,41,Microsoft,Customer Service,9647.00
39976,Holmes K. Maxwell,43,Finale,Media Relations,4386.00
39992,Kimberley U. Cannon,24,Sibelius,Quality Assurance,7214.00
40001,Calista X. Walter,26,Altavista,Research and Development,8574.00
40007,Jenna F. Williamson,24,Microsoft,Public Relations,3447.00
40017,Branden S. Sanchez,70,Chami,Public Relations,9175.00
40021,Gloria U. Payne,54,Yahoo,Payroll,8217.00
40025,Lareina U. Faulkner,42,Borland,Sales and Marketing,6096.00
40028,Cassady N. Bowers,19,Yahoo,Quality Assurance,9099.00
40036,Shelley J. Patterson,50,Macromedia,Research and Development,5320.00
40040,India Z. Hardin,60,Adobe,Customer Service,3235.00
40041,Baxter H. Nolan,36,Apple Systems,Advertising,4634.00
40055,Abdul G. Gutierrez,37,Chami,Legal Department,7042.00
40061,Mira D. Hester,54,Chami,Advertising,5485.00
40078,Jocelyn C. Rosario,60,Microsoft,Human Resources,4747.00
40080,Dominic L. Bush,57,Lycos,Research and Development,2044.00
40084,Rebekah W. Graves,55,Finale,Finances,5345.00
40094,Catherine I. Galloway,39,Altavista,Accounting,5688.00
40095,Todd O. Cohen,25,Macromedia,Advertising,4564.00
40096,Adara S. Hamilton,24,Yahoo,Public Relations,8937.00
40099,Cole D. Roach,47,Lycos,Advertising,7931.00
40110,Amy A. Hart,58,Altavista,Payroll,9345.00
40112,Dai Y. Sykes,33,Chami,Advertising,8417.00
40118,Chandler X. Marquez,41,Apple Systems,Sales and Marketing,3171.00
40121,Ferris L. Mcmahon,31,Lycos,Human Resources,2523.00
40124,Glenna V. Barrett,68,Apple Systems,Customer Relations,2994.00
40132,Rose T. Bauer,69,Lavasoft,Tech Support,4794.00
40142,Nathan D. Boyd,48,Altavista,Customer Service,4723.00
40144,Maile I. Kim,27,Macromedia,Advertising,9983.00
40154,Eugenia F. Higgins,67,Yahoo,Asset Management,6292.00
40176,Benedict F. Craft,28,Apple Systems,Public Relations,6270.00
40177,Minerva W. Kidd,64,Lycos,Human Resources,9684.00
40183,Ignacia L. Jensen,70,Borland,Advertising,4083.00
40187,Maile L. Villarreal,64,Microsoft,Accounting,2802.00
40190,Slade Y. Barber,42,Cakewalk,Sales and Marketing,3417.00
40196,Ella Y. Underwood,33,Borland,Advertising,1681.00
40198,Signe B. Schmidt,35,Altavista,Asset Management,5502.00
40200,Charde W. Gentry,26,Chami,Asset Management,6023.00
40205,Regan V. Sandoval,65,Microsoft,Asset Management,1674.00
40215,Gary S. Witt,43,Finale,Asset Management,7474.00
40218,Silas B. Cooley,54,Altavista,Public Relations,6760.00
40229,Cara D. House,69,Apple Systems,Advertising,9016.00
40232,Jack L. Blanchard,28,Macromedia,Research and Development,3217.00
40239,Ariana W. Gibson,62,Macromedia,Advertising,7003.00
40257,Uriel V. Maxwell,34,Sibelius,Customer Relations,5912.00
40267,Garth P. Hutchinson,51,Yahoo,Customer Relations,2770.00
40277,Erasmus C. George,67,Lycos,Human Resources,2375.00
40289,Fay P. Rutledge,36,Macromedia,Research and Development,1740.00
40301,Veda F. Conway,54,Apple Systems,Sales and Marketing,1931.00
40302,Brent L. Mccullough,34,Lavasoft,Finances,4726.00
40306,Yardley X. Whitehead,31,Macromedia,Legal Department,8540.00
40311,Genevieve K. Bright,30,Altavista,Sales and Marketing,7707.00
40320,Astra V. Gordon,34,Finale,Tech Support,5609.00
40322,Mariam Y. Sears,24,Borland,Media Relations,9867.00
40339,Halla E. Hull,56,Cakewalk,Research and Development,6085.00
40342,Eliana F. Dorsey,21,Cakewalk,Customer Relations,5570.00
40352,Wyoming X. Wilcox,45,Borland,Accounting,3128.00
40364,Mason L. Gates,56,Chami,Media Relations,6927.00
40378,Barry U. Peck,57,Chami,Asset Management,2108.00
40396,Jaime V. Reed,33,Cakewalk,Accounting,6349.00
40414,Thomas G. Stanley,38,Macromedia,Payroll,5294.00
40424,Oleg C. Vinson,45,Sibelius,Accounting,4811.00
40435,Lacy F. Mcpherson,52,Microsoft,Media Relations,6360.00
40437,Moana F. Tucker,27,Lycos,Customer Relations,4691.00
40445,Cameron F. Grimes,39,Lavasoft,Tech Support,7230.00
40451,Joshua K. Gardner,35,Yahoo,Advertising,1527.00
40457,Charity I. Salas,50,Google,Tech Support,4531.00
40468,Caleb E. Frost,61,Yahoo,Payroll,9966.00
40469,Mohammad N. Holcomb,48,Finale,Sales and Marketing,1720.00
40470,Edward G. Alvarado,44,Altavista,Asset Management,4979.00
40479,Uma B. Nunez,26,Lavasoft,Research and Development,5362.00
40481,Rhona L. Vargas,42,Yahoo,Finances,9642.00
40493,Lillian P. Avila,53,Altavista,Research and Development,9403.00
40495,Nathan A. Bowen,41,Macromedia,Finances,2414.00
40501,Edward A. Crane,36,Microsoft,Quality Assurance,9631.00
40512,Rudyard E. Davenport,70,Microsoft,Human Resources,1023.00
40518,Jacqueline K. Huff,54,Microsoft,Research and Development,3130.00
40521,Magee V. Witt,52,Finale,Asset Management,7198.00
40530,Kadeem F. Guy,32,Lycos,Quality Assurance,9602.00
40538,Quail Q. Vega,68,Lavasoft,Customer Relations,8993.00
40540,Reese D. Kim,36,Cakewalk,Tech Support,3074.00
40543,Myles T. Schultz,31,Finale,Advertising,3549.00
40558,Hakeem R. Norton,48,Microsoft,Human Resources,8036.00
40559,Justine F. Cabrera,51,Adobe,Media Relations,2803.00
40564,Cailin R. Blair,27,Lavasoft,Asset Management,5357.00
40566,Karly A. Weiss,51,Chami,Public Relations,4159.00
40568,Veronica F. Keith,70,Macromedia,Human Resources,7565.00
40570,Halla L. Key,34,Macromedia,Asset Management,1196.00
40575,Camilla B. Hickman,26,Lycos,Sales and Marketing,5507.00
40584,Daphne F. Harper,56,Microsoft,Advertising,6104.00
40591,Brandon Q. Lawson,28,Lycos,Quality Assurance,4864.00
40602,Maite P. Mcleod,53,Borland,Media Relations,8625.00
40606,Summer X. Velez,37,Google,Asset Management,6345.00
40607,Oliver W. Vincent,43,Apple Systems,Public Relations,6259.00
40611,Mercedes C. Best,25,Sibelius,Public Relations,5521.00
40624,Hilda V. Dyer,33,Macromedia,Human Resources,1575.00
40633,Orson B. Benjamin,61,Cakewalk,Tech Support,6866.00
40638,Nell L. Jarvis,26,Borland,Customer Relations,2854.00
40656,Harding T. Turner,22,Adobe,Advertising,3468.00
40662,Duncan Q. Mendez,23,Yahoo,Media Relations,6858.00
40665,Jack O. Velasquez,55,Sibelius,Quality Assurance,5168.00
40671,Leroy C. Rush,62,Apple Systems,Legal Department,2402.00
40672,Shafira X. Holman,47,Altavista,Sales and Marketing,4897.00
40685,Colorado H. Ferguson,66,Yahoo,Finances,8081.00
40687,Armand Y. Ross,65,Cakewalk,Tech Support,7207.00
40698,Simone C. Ewing,30,Cakewalk,Finances,2649.00
40700,Harriet W. Murphy,50,Microsoft,Advertising,9944.00
40709,Paloma V. Moses,66,Chami,Customer Relations,3598.00
40711,Evan N. Stark,44,Cakewalk,Media Relations,3840.00
40724,Debra H. Hardin,40,Lycos,Tech Support,9963.00
40735,Shad R. Nixon,47,Microsoft,Tech Support,6653.00
40738,David O. Hobbs,24,Adobe,Customer Relations,4809.00
40742,Emmanuel G. Marsh,53,Macromedia,Research and Development,1094.00
40746,Tashya N. Campbell,40,Yahoo,Public Relations,5798.00
40751,Venus U. Holt,53,Sibelius,Public Relations,2432.00
40752,Alfonso Q. Vincent,24,Borland,Customer Service,8355.00
40763,Camille U. Nichols,67,Lycos,Quality Assurance,1985.00
40777,Grace J. Richard,60,Yahoo,Accounting,9435.00
40804,Suki W. Ryan,37,Yahoo,Public Relations,3387.00
40809,Jameson H. Espinoza,55,Altavista,Legal Department,9158.00
40812,Irene F. Campbell,66,Altavista,Customer Relations,7539.00
40819,Lacy G. Sparks,54,Chami,Tech Support,7176.00
40829,Sylvia L. Carson,37,Altavista,Asset Management,8347.00
40835,Shannon I. Long,66,Cakewalk,Media Relations,8860.00
40844,Alexis D. House,27,Yahoo,Customer Service,8379.00
40845,Jessamine W. Taylor,39,Cakewalk,Quality Assurance,6580.00
40863,Mona U. Sykes,37,Yahoo,Payroll,3156.00
40879,Hilel R. Roberts,31,Cakewalk,Customer Relations,9974.00
40888,Fulton V. Torres,62,Finale,Public Relations,5571.00
40889,Celeste V. Lawson,56,Altavista,Payroll,5463.00
40890,Hilary X. Matthews,48,Adobe,Public Relations,4236.00
40892,Rowan Z. Stone,56,Google,Media Relations,9185.00
40900,Justina L. Wilkerson,32,Chami,Customer Relations,8058.00
40908,Inez X. Mcdowell,39,Adobe,Media Relations,8190.00
40910,Carolyn V. House,39,Cakewalk,Customer Service,3070.00
40911,Chelsea D. Alvarez,40,Borland,Customer Service,2294.00
40915,Barbara E. Duran,63,Adobe,Human Resources,1757.00
40929,Malachi I. Stevenson,31,Lycos,Legal Department,9966.00
40952,Lisandra O. Marks,48,Google,Research and Development,1013.00
40956,Simone A. Walters,52,Cakewalk,Quality Assurance,3510.00
40963,Rhonda Q. Cote,58,Cakewalk,Quality Assurance,5787.00
40964,Isadora B. Welch,49,Borland,Accounting,4018.00
40965,Meghan C. Salinas,46,Sibelius,Sales and Marketing,9821.00
40971,Georgia X. Silva,31,Macromedia,Legal Department,6966.00
40979,Lacy R. Hays,50,Sibelius,Finances,3499.00
40981,Echo D. Molina,68,Macromedia,Asset Management,2403.00
40992,Tana B. Britt,20,Google,Asset Management,4943.00
40994,April X. Morales,60,Chami,Customer Service,8443.00
40995,Juliet N. Bryan,69,Finale,Research and Development,2842.00
41003,Breanna C. Bates,55,Lavasoft,Research and Development,4315.00
41011,Brennan L. Finch,47,Google,Asset Management,5649.00
41016,Ryder F. Marks,24,Cakewalk,Quality Assurance,1988.00
41017,Cade D. Carpenter,24,Cakewalk,Public Relations,4758.00
41023,Griffin U. Edwards,69,Finale,Tech Support,6721.00
41024,Dakota P. Camacho,40,Lycos,Tech Support,4187.00
41034,Moana U. Thomas,45,Apple Systems,Human Resources,7149.00
41037,Rigel Y. Rodriguez,37,Macromedia,Finances,2374.00
41040,Iris D. Rocha,65,Cakewalk,Customer Relations,8018.00
41045,Eric D. Wiggins,69,Finale,Research and Development,9714.00
41057,Jillian W. Fulton,25,Lycos,Research and Development,2358.00
41059,Stephen A. Salinas,31,Adobe,Quality Assurance,2927.00
41062,Aphrodite J. Barron,60,Lycos,Accounting,5022.00
41069,Paki B. Burt,36,Lavasoft,Advertising,5906.00
41093,Walker W. Gay,68,Lycos,Asset Management,1341.00
41095,Natalie G. Rutledge,49,Borland,Asset Management,4579.00
41098,Damian R. Sheppard,44,Borland,Payroll,9226.00
41110,Magee L. Baxter,68,Google,Customer Service,4829.00
41116,Dana Q. Hurst,31,Adobe,Accounting,8716.00
41123,Giacomo G. Castaneda,39,Microsoft,Public Relations,9378.00
41124,Brielle F. Hunter,40,Macromedia,Legal Department,9769.00
41132,Grady A. Hood,58,Microsoft,Research and Development,9359.00
41146,Helen S. Hampton,39,Yahoo,Sales and Marketing,3838.00
41148,Harriet Z. Odonnell,69,Altavista,Public Relations,5235.00
41151,Perry I. James,35,Apple Systems,Accounting,1358.00
41156,Nigel C. Ray,23,Lycos,Quality Assurance,7396.00
41161,Lenore N. Hahn,54,Finale,Legal Department,1042.00
41162,Felicia Y. Keith,31,Yahoo,Quality Assurance,8542.00
41170,Alexis S. Atkinson,47,Yahoo,Payroll,9049.00
41171,Darius J. Vega,22,Apple Systems,Payroll,8463.00
41176,Ina Q. Richmond,19,Finale,Customer Relations,8376.00
41192,Martina M. Pennington,69,Macromedia,Payroll,1602.00
41198,Hedda P. Cannon,34,Apple Systems,Sales and Marketing,2225.00
41207,Fitzgerald G. Kramer,43,Apple Systems,Customer Relations,5205.00
41214,Brock B. Carter,57,Lavasoft,Legal Department,6157.00
41227,Quon G. Chambers,69,Lycos,Asset Management,3805.00
41234,Aaron B. Duncan,69,Lycos,Public Relations,4515.00
41236,Chester B. Curry,40,Yahoo,Legal Department,9774.00
41239,Kirsten E. Levine,44,Adobe,Human Resources,3653.00
41242,Kalia I. Hamilton,24,Google,Public Relations,4173.00
41251,Cain O. Byrd,59,Adobe,Sales and Marketing,7062.00
41253,Henry T. Hester,28,Lycos,Advertising,2139.00
41263,Moana I. Carlson,26,Macromedia,Advertising,6407.00
41264,Aimee X. Chambers,22,Microsoft,Tech Support,5987.00
41271,Summer L. Castillo,27,Borland,Research and Development,9196.00
41272,Graiden Z. Cherry,23,Google,Advertising,7308.00
41274,Halla C. Whitehead,54,Google,Public Relations,1714.00
41285,Vladimir R. Peck,62,Finale,Payroll,6305.00
41290,Vivien K. Gay,62,Cakewalk,Media Relations,8662.00
41300,Hiroko H. Washington,49,Sibelius,Advertising,8464.00
41302,Alfonso N. Frank,44,Microsoft,Human Resources,9919.00
41306,Rogan J. Carlson,40,Microsoft,Accounting,3002.00
41313,Alexa H. Scott,39,Lavasoft,Accounting,6656.00
41318,Erich O. Newton,54,Apple Systems,Tech Support,3683.00
41324,Mohammad T. Poole,57,Sibelius,Media Relations,3474.00
41327,Amal U. Sears,46,Finale,Asset Management,8823.00
41331,Kessie R. Hughes,53,Google,Quality Assurance,6344.00
41334,Ayanna Q. Booth,50,Finale,Advertising,9852.00
41346,Kennedy W. Alford,59,Borland,Human Resources,3007.00
41347,Jameson G. Payne,43,Google,Sales and Marketing,4170.00
41353,Burton O. Cole,27,Lavasoft,Finances,3607.00
41362,Dillon P. Duran,24,Altavista,Accounting,1019.00
41365,Shellie Z. King,70,Altavista,Accounting,7345.00
41370,Madonna W. Bailey,61,Sibelius,Legal Department,4828.00
41371,Naida H. Morrison,42,Lycos,Asset Management,8664.00
41372,Elijah J. Whitley,68,Macromedia,Public Relations,8284.00
41386,Carson K. Hutchinson,33,Google,Media Relations,2304.00
41395,Quinlan Y. Talley,33,Microsoft,Finances,9158.00
41396,Tamekah G. Gordon,48,Google,Customer Relations,2686.00
41399,Basia X. Jones,69,Sibelius,Accounting,4612.00
41404,Colby S. Pollard,35,Altavista,Accounting,9438.00
41414,Ila J. Mcknight,52,Borland,Public Relations,1944.00
41415,Iona O. Matthews,53,Apple Systems,Human Resources,3976.00
41416,Graiden J. Schmidt,26,Adobe,Media Relations,2194.00
41417,Alana K. Strickland,19,Altavista,Media Relations,9853.00
41421,Maxwell O. Rasmussen,33,Lavasoft,Tech Support,6179.00
41427,Flynn B. Woodward,46,Apple Systems,Customer Service,7615.00
41432,Gannon O. House,38,Yahoo,Customer Service,6476.00
41443,Georgia A. Stephens,64,Borland,Sales and Marketing,7281.00
41453,Reece Y. Cannon,55,Borland,Accounting,5473.00
41455,Sheila Y. Sears,44,Yahoo,Customer Service,8546.00
41460,Wing N. Le,66,Macromedia,Human Resources,3949.00
41463,Hope H. Gay,55,Chami,Research and Development,1951.00
41466,Naida R. Avery,27,Apple Systems,Finances,3037.00
41467,Hilary S. Bird,55,Borland,Advertising,6399.00
41479,Lydia D. Best,57,Macromedia,Human Resources,7180.00
41487,Brent U. Henson,64,Sibelius,Public Relations,2267.00
41488,Rigel B. Gordon,34,Google,Human Resources,2399.00
41491,Holmes D. Dixon,43,Lavasoft,Research and Development,7793.00
41493,Lillith F. Kaufman,32,Chami,Advertising,2235.00
41497,Charde E. Vargas,19,Macromedia,Advertising,5916.00
41498,Heidi R. Noble,28,Sibelius,Sales and Marketing,4371.00
41499,Madeson B. Hooper,24,Adobe,Legal Department,2447.00
41500,Francesca Q. Edwards,50,Sibelius,Asset Management,2983.00
41507,Alexander O. Mcmahon,50,Adobe,Research and Development,4364.00
41512,Eric T. Figueroa,45,Apple Systems,Tech Support,7647.00
41517,Adara Z. Ingram,45,Microsoft,Human Resources,6052.00
41518,Chastity Z. Richards,26,Macromedia,Research and Development,3126.00
41525,Amal R. Mullen,26,Altavista,Accounting,2973.00
41532,Suki P. Parsons,40,Cakewalk,Finances,7072.00
41533,Melodie D. Blanchard,56,Apple Systems,Customer Service,4598.00
41539,Priscilla S. Dominguez,66,Adobe,Media Relations,5981.00
41545,Berk F. Morton,43,Chami,Sales and Marketing,5863.00
41546,Caesar I. Olsen,44,Microsoft,Legal Department,7603.00
41547,Wallace E. Sharp,19,Google,Advertising,8697.00
41571,Selma O. Mcgee,60,Yahoo,Payroll,5128.00
41573,Kenyon Z. Dennis,46,Borland,Customer Relations,6094.00
41584,Wesley A. Finch,21,Lycos,Quality Assurance,3899.00
41594,May J. Underwood,62,Cakewalk,Advertising,9458.00
41598,Sebastian I. Burks,33,Lavasoft,Research and Development,4809.00
41602,Tatum T. Hall,66,Cakewalk,Customer Relations,4993.00
41606,Fulton J. Tate,64,Sibelius,Public Relations,3169.00
41609,Sebastian A. Andrews,31,Sibelius,Finances,4157.00
41610,Lacy Q. Trujillo,46,Lycos,Finances,7427.00
41615,Hakeem T. Sellers,40,Borland,Media Relations,1236.00
41628,Oscar U. Whitaker,65,Adobe,Customer Relations,6683.00
41632,Brady H. Ramos,61,Cakewalk,Quality Assurance,6165.00
41636,Sade R. Cash,45,Chami,Customer Relations,8097.00
41638,Camille H. Lee,27,Altavista,Human Resources,8423.00
41658,Ralph D. Sharpe,51,Lavasoft,Human Resources,4982.00
41683,Sara K. Maddox,36,Lycos,Legal Department,8835.00
41687,Yuri I. Conrad,23,Lycos,Human Resources,2607.00
41689,Reese E. Mills,55,Yahoo,Sales and Marketing,6784.00
41690,Perry U. Vinson,35,Macromedia,Public Relations,8991.00
41696,Hilary F. Dillard,54,Lavasoft,Advertising,8513.00
41699,Nolan X. Chambers,36,Lavasoft,Public Relations,1595.00
41703,Signe W. Pierce,50,Borland,Research and Development,9107.00
41708,Price O. Sears,33,Sibelius,Advertising,2035.00
41711,Daquan C. Watkins,19,Lavasoft,Customer Relations,7781.00
41717,Lester I. West,33,Macromedia,Tech Support,3670.00
41725,Simone T. Alford,55,Lavasoft,Asset Management,3383.00
41728,Brenna S. Juarez,51,Google,Customer Service,8874.00
41744,Connor Q. Cross,52,Lavasoft,Sales and Marketing,8878.00
41765,Veda F. Hays,45,Apple Systems,Public Relations,1481.00
41770,Lee N. Sharpe,56,Yahoo,Accounting,8417.00
41780,Lavinia U. Foster,61,Lavasoft,Advertising,9368.00
41791,Kimberly M. Macias,45,Sibelius,Media Relations,8799.00
41794,Hoyt P. Clay,38,Google,Accounting,5717.00
41797,Maxwell Q. Dunlap,36,Lavasoft,Accounting,5425.00
41801,Jeanette E. Bernard,45,Apple Systems,Sales and Marketing,6158.00
41809,Uta Q. Wagner,36,Chami,Legal Department,8941.00
41810,Craig Q. Maxwell,45,Lycos,Media Relations,7256.00
41813,Gage J. Cantu,21,Lycos,Tech Support,5129.00
41827,Gail I. Blevins,37,Chami,Customer Service,9827.00
41834,Naomi L. Sullivan,48,Yahoo,Accounting,6727.00
41850,Helen E. Rios,61,Altavista,Public Relations,2071.00
41864,Austin E. Bernard,25,Sibelius,Customer Relations,7039.00
41866,Yuli Q. Rogers,48,Google,Public Relations,8532.00
41878,Nevada F. Wheeler,33,Lavasoft,Accounting,6295.00
41884,Emery Y. Franklin,44,Borland,Public Relations,4862.00
41886,Echo Z. Hull,46,Lycos,Asset Management,7841.00
41892,India W. Ward,55,Lycos,Advertising,6174.00
41902,Jared O. Walls,62,Apple Systems,Public Relations,8303.00
41913,Demetria J. Bradford,58,Cakewalk,Media Relations,9382.00
41914,Xantha L. Swanson,39,Adobe,Public Relations,6429.00
41924,Jerry T. Guerra,32,Borland,Media Relations,6648.00
41926,Whilemina E. Miles,65,Adobe,Quality Assurance,4534.00
41929,Lucian M. Rocha,60,Macromedia,Customer Relations,1186.00
41933,Hope X. Velez,63,Macromedia,Finances,3729.00
41942,Maris I. Burton,63,Apple Systems,Advertising,3967.00
41945,Ferris A. Kelly,59,Macromedia,Customer Relations,4934.00
41946,Brenden L. Maldonado,29,Cakewalk,Public Relations,9655.00
41962,Isadora M. Craig,31,Apple Systems,Research and Development,8757.00
41965,Theodore O. Mcguire,45,Google,Advertising,9494.00
41970,Christian O. Webb,31,Google,Customer Service,5273.00
41973,Acton E. Guzman,29,Apple Systems,Advertising,8738.00
41975,Jade P. Compton,22,Microsoft,Research and Development,9180.00
42009,Nomlanga E. Williams,70,Macromedia,Customer Service,5501.00
42013,Phelan V. Marsh,51,Lavasoft,Advertising,6190.00
42027,Erich L. Watkins,20,Chami,Public Relations,5296.00
42029,Hope C. Vinson,40,Macromedia,Sales and Marketing,4302.00
42030,Clark T. Sparks,64,Borland,Human Resources,7980.00
42032,Brody H. Pruitt,56,Google,Asset Management,7773.00
42033,Louis E. Lindsey,63,Adobe,Customer Service,2029.00
42036,Ignacia O. Gonzales,62,Cakewalk,Accounting,8632.00
